lbo_rank,ticker,company,sector,sub_industry,cik,sec_company_title,fetch_success,error,year,filed,revenue,gross_profit,operating_income,depreciation_amortization,ebit,ebitda,interest_expense,operating_cash_flow,capex,fcf,free_cash_flow,total_debt,cash,net_debt,current_assets,current_liabilities,fcf_margin,fcf_conversion,fcf_to_debt,debt_to_ebitda,net_debt_to_ebitda,interest_coverage,cash_interest_coverage,current_ratio,capex_to_revenue,capex_to_ebitda,usable_metric_count,revenue_concept,debt_concept,fcf_score,fcf_margin_score,fcf_conversion_score,fcf_to_debt_score,debt_to_ebitda_score,net_debt_to_ebitda_score,interest_coverage_score,cash_interest_coverage_score,capex_to_revenue_score,capex_to_ebitda_score,cash_flow_strength_score,deleveraging_capacity_score,leverage_score,coverage_score,capex_burden_score,lbo_financial_score,financial_feasibility_score,missing_critical_data,pass_fcf_filter,pass_interest_coverage_filter,pass_debt_to_ebitda_filter,pass_current_ratio_filter,pass_capex_to_ebitda_filter,pass_hard_filters,financial_red_flag,lbo_rating,lbo_status
189,MOS,Mosaic Company (The),Materials,Fertilizers & Agricultural Chemicals,1285785,MOSAIC CO,True,,2025.0,2026-02-27,13696100000.0,2210600000.0,1338100000.0,960600000.0,1338100000.0,2298700000.0,189000000.0,2407200000.0,1402400000.0,1004800000.0,1004800000.0,3819000000.0,348800000.0,3470200000.0,4498300000.0,4171300000.0,0.0733639503216244,0.4371166311393396,0.2631055250065462,1.661373819985209,1.5096358811502153,7.07989417989418,12.736507936507936,1.07839282717618,0.1023941121925219,0.6100839604994127,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,2.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0,0.0,3.0,5.0,4.0,4.5,1.0,71.5,0.715,False,True,True,True,True,False,False,False,Marginal,Fail
190,COO,Cooper Companies (The),Health Care,Health Care Supplies,711404,"COOPER COMPANIES, INC.",True,,2025.0,2025-12-05,3593200000.0,2357900000.0,533100000.0,367700000.0,533100000.0,900800000.0,23100000.0,607500000.0,392500000.0,215000000.0,215000000.0,33300000.0,120800000.0,-87500000.0,1951500000.0,1022800000.0,0.0598352443504397,0.2386767317939609,6.456456456456457,0.0369671403197158,-0.0971358792184724,23.07792207792208,26.2987012987013,1.9079976535001957,0.1092341088723143,0.4357238010657193,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,1.0,2.0,5.0,5.0,5.0,1.5,71.5,0.715,False,True,True,True,True,True,True,False,Attractive,Pass
191,GE,GE Aerospace,Industrials,Aerospace & Defense,40545,GENERAL ELECTRIC CO,True,,2025.0,2026-01-29,35348000000.0,5514000000.0,21850000000.0,4419000000.0,21850000000.0,26269000000.0,15537000000.0,5189000000.0,862000000.0,4327000000.0,4327000000.0,2039000000.0,13619000000.0,-11580000000.0,37635000000.0,34392000000.0,0.1224114518501753,0.1647188701511287,2.1221186856302108,0.0776200083748905,-0.4408237846891774,1.4063203964729356,0.3339769582287443,1.094295184926727,0.0243861038814077,0.0328143439034603,19,Revenues,DebtCurrent,4.0,3.0,1.0,5.0,5.0,5.0,1.0,0.0,4.0,5.0,2.6666666666666665,5.0,5.0,0.5,4.5,71.0,0.71,False,True,False,True,True,True,False,True,Marginal,Fail
192,HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",True,,2025.0,2026-02-05,11454000000.0,,781000000.0,347000000.0,781000000.0,1128000000.0,95000000.0,970000000.0,292000000.0,678000000.0,678000000.0,3298000000.0,467000000.0,2831000000.0,3228000000.0,2991000000.0,0.0591932949188056,0.601063829787234,0.2055791388720436,2.923758865248227,2.5097517730496453,8.221052631578948,10.210526315789474,1.0792377131394182,0.0254932774576567,0.2588652482269503,18,Revenues,LongTermDebt,3.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,3.0,4.0,3.0,5.0,3.0,71.0,0.71,False,True,True,True,True,True,True,False,Attractive,Pass
193,BA,Boeing,Industrials,Aerospace & Defense,12927,BOEING CO,True,,2025.0,2026-01-30,77794000000.0,7724000000.0,-773000000.0,1861000000.0,-773000000.0,1088000000.0,2459000000.0,5960000000.0,1527000000.0,4433000000.0,4433000000.0,1278000000.0,12691000000.0,-11413000000.0,127998000000.0,97078000000.0,0.0569838290870761,4.0744485294117645,3.468701095461659,1.1746323529411764,-10.489889705882351,-0.3143554290361935,2.4237494916632776,1.318506767753765,0.0196287631436871,1.4034926470588236,19,Revenues,DebtCurrent,4.0,2.0,5.0,5.0,4.0,5.0,0.0,2.0,5.0,0.0,3.6666666666666665,5.0,4.5,1.0,2.5,70.99999999999999,0.7099999999999999,False,True,False,True,True,False,False,True,Marginal,Fail
194,UBER,Uber,Industrials,Passenger Ground Transportation,1543151,"Uber Technologies, Inc",True,,2025.0,2026-02-13,37281000000.0,,1110000000.0,823000000.0,1110000000.0,1933000000.0,483000000.0,3585000000.0,223000000.0,3362000000.0,3362000000.0,10600000000.0,4680000000.0,5920000000.0,12245000000.0,11476000000.0,0.0901799844424774,1.7392653905845836,0.3171698113207547,5.483704086911536,3.0625969994826696,2.298136645962733,7.422360248447205,1.06700941094458,0.0059815992060298,0.115364718054837,18,Revenues,LongTermDebt,4.0,2.0,5.0,5.0,0.0,2.0,2.0,4.0,5.0,3.0,3.6666666666666665,5.0,1.0,3.0,4.0,70.99999999999999,0.7099999999999999,False,True,True,False,True,True,False,True,Marginal,Fail
195,DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,1090012,DEVON ENERGY CORP/DE,True,,2025.0,2026-02-18,15140000000.0,,4698000000.0,2554000000.0,4698000000.0,7252000000.0,724000000.0,6544000000.0,3883000000.0,2661000000.0,2661000000.0,8883000000.0,853000000.0,8030000000.0,3427000000.0,3309000000.0,0.1757595772787318,0.3669332597904026,0.2995609591354272,1.2249034749034748,1.107280750137893,6.488950276243094,9.03867403314917,1.0356603203384709,0.2564729194187582,0.535438499724214,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,0.0,0.0,3.3333333333333335,5.0,4.0,4.5,0.0,70.5,0.705,False,True,True,True,True,False,False,False,Marginal,Fail
196,EFX,Equifax,Industrials,Research & Consulting Services,33185,EQUIFAX INC,True,,2025.0,2026-02-19,5265200000.0,,933600000.0,619800000.0,933600000.0,1553400000.0,145600000.0,1116800000.0,601300000.0,515500000.0,515500000.0,687700000.0,169900000.0,517800000.0,1360600000.0,1811500000.0,0.0979070120793132,0.3318527101841123,0.749600116329795,0.442706321617098,0.3333333333333333,6.412087912087912,7.670329670329671,0.7510902566933481,0.1142026893565296,0.3870863911420111,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,2.0,2.0,5.0,5.0,5.0,4.0,4.0,2.0,1.0,2.3333333333333335,5.0,5.0,4.0,1.5,70.5,0.705,False,True,True,True,False,True,False,False,Marginal,Fail
197,IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,51434,INTERNATIONAL PAPER CO /NEW/,True,,2025.0,2026-02-27,16033000000.0,1690000000.0,2233000000.0,1146000000.0,2233000000.0,3379000000.0,418000000.0,1833000000.0,1141000000.0,692000000.0,692000000.0,191000000.0,1062000000.0,-871000000.0,6424000000.0,4258000000.0,0.0431609804777646,0.2047943178455164,3.62303664921466,0.0565255992897306,-0.2577685705830127,5.342105263157895,4.385167464114833,1.5086895255988728,0.071165720701054,0.3376738680082864,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,2.0,5.0,5.0,3.5,2.5,70.0,0.7,False,True,True,True,True,True,True,False,Attractive,Pass
198,F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,37996,FORD MOTOR CO,True,,2025.0,2026-02-11,176191000000.0,,5458000000.0,7690000000.0,5458000000.0,13148000000.0,4593000000.0,14918000000.0,8236000000.0,6682000000.0,6682000000.0,470000000.0,22935000000.0,-22465000000.0,124474000000.0,106859000000.0,0.0379247521156018,0.50821417706115,14.217021276595744,0.0357468816550045,-1.7086248859142077,1.1883300674940127,3.247986065752232,1.1648433917592342,0.0467447258940581,0.626407058107697,18,RevenueFromContractWithCustomerExcludingAssessedTax,short_term_debt + long_term_debt,5.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,0.0,3.0,5.0,5.0,2.0,2.0,69.99999999999999,0.6999999999999998,False,True,False,True,True,False,False,True,Marginal,Fail
199,HWM,Howmet Aerospace,Industrials,Aerospace & Defense,4281,Howmet Aerospace Inc.,True,,2025.0,2026-02-12,6640000000.0,,1203000000.0,272000000.0,1203000000.0,1475000000.0,226000000.0,901000000.0,219000000.0,682000000.0,682000000.0,3315000000.0,564000000.0,2751000000.0,3362000000.0,1549000000.0,0.1027108433734939,0.4623728813559322,0.2057315233785822,2.247457627118644,1.865084745762712,5.323008849557522,3.9867256637168142,2.170432537120723,0.0329819277108433,0.1484745762711864,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.5,3.5,3.5,69.5,0.695,False,True,True,True,True,True,True,False,Marginal,Pass
200,IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,51253,INTERNATIONAL FLAVORS & FRAGRANCES INC,True,,2025.0,2026-02-27,11479000000.0,3681000000.0,-2110000000.0,1142000000.0,-2110000000.0,-968000000.0,289000000.0,1455000000.0,503000000.0,952000000.0,952000000.0,1413000000.0,703000000.0,710000000.0,7968000000.0,4352000000.0,0.0829340534889798,-0.9834710743801652,0.6737438075017693,-1.459710743801653,-0.7334710743801653,-7.301038062283737,5.034602076124568,1.8308823529411764,0.0438191480094084,-0.5196280991735537,19,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,2.0,0.0,5.0,5.0,5.0,0.0,4.0,4.0,5.0,1.6666666666666667,5.0,5.0,2.0,4.5,69.5,0.695,False,True,False,True,True,True,False,True,Marginal,Fail
201,UNP,Union Pacific Corporation,Industrials,Rail Transportation,100885,UNION PACIFIC CORP,True,,2025.0,2026-02-06,24119000000.0,,9082000000.0,2318000000.0,9082000000.0,11400000000.0,1157000000.0,8379000000.0,3606000000.0,4773000000.0,4773000000.0,31814000000.0,1055000000.0,30759000000.0,4021000000.0,5254000000.0,0.1978937766905759,0.4186842105263157,0.1500282894323253,2.790701754385965,2.698157894736842,7.849611063094209,7.242005185825411,0.7653216596878569,0.1495086860980969,0.3163157894736842,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,3.6666666666666665,4.0,3.0,4.0,2.0,69.0,0.69,False,True,True,True,False,True,False,False,Marginal,Fail
202,GEHC,GE HealthCare,Health Care,Health Care Equipment,1932393,GE HealthCare Technologies Inc.,True,,2025.0,2026-02-04,19552000000.0,7922000000.0,2435000000.0,248000000.0,2435000000.0,2683000000.0,542000000.0,2101000000.0,387000000.0,1714000000.0,1714000000.0,8951000000.0,2874000000.0,6077000000.0,9901000000.0,9553000000.0,0.0876636661211129,0.6388371226239284,0.1914869846944475,3.33619083115915,2.2650018635855385,4.492619926199262,3.876383763837638,1.036428347116089,0.0197933715220949,0.1442415206857994,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,2.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,3.0,3.3333333333333335,4.0,2.5,3.0,4.0,68.5,0.685,False,True,True,True,True,True,True,False,Marginal,Pass
203,MLM,Martin Marietta Materials,Materials,Construction Materials,916076,MARTIN MARIETTA MATERIALS INC,True,,2025.0,2026-02-19,5851000000.0,1745000000.0,1333000000.0,513000000.0,1333000000.0,1846000000.0,165000000.0,1528000000.0,650000000.0,878000000.0,878000000.0,5413000000.0,1272000000.0,4141000000.0,2449000000.0,1002000000.0,0.1500598188343873,0.475622968580715,0.1622021060410123,2.9322860238353194,2.243228602383532,8.078787878787878,9.26060606060606,2.4441117764471056,0.1110921210049564,0.352112676056338,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,2.0,1.0,3.3333333333333335,4.0,3.0,5.0,1.5,68.5,0.685,False,True,True,True,True,True,True,False,Marginal,Pass
204,SNPS,Synopsys,Information Technology,Application Software,883241,SYNOPSYS INC,True,,2025.0,2025-12-22,5318014000.0,4287171000.0,1273239000.0,247120000.0,1273239000.0,1520359000.0,3365000.0,1703274000.0,189618000.0,1513656000.0,1513656000.0,13484515000.0,3896532000.0,9587983000.0,6469666000.0,2650120000.0,0.2846280585195902,0.9955911728743014,0.1122514232065446,8.869296659538964,6.306394081924072,378.377117384844,506.1735512630015,2.4412728480219763,0.0356557918049858,0.1247192274982421,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,5.0,5.0,3.0,0.0,0.0,5.0,5.0,4.0,3.0,4.666666666666667,3.0,0.0,5.0,3.5,68.5,0.685,False,True,True,False,True,True,False,True,Marginal,Fail
205,BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,14693,BROWN FORMAN CORP,True,,2025.0,2025-06-13,4228000000.0,2494000000.0,1127000000.0,80000000.0,1127000000.0,1207000000.0,90000000.0,640000000.0,183000000.0,457000000.0,457000000.0,2672000000.0,374000000.0,2298000000.0,4036000000.0,1559000000.0,0.108088930936613,0.3786246893123446,0.1710329341317365,2.213753106876553,1.903893951946976,12.522222222222222,7.111111111111111,2.588838999358563,0.043282876064333,0.1516155758077879,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,2.0,3.0,2.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.3333333333333335,4.0,3.5,4.5,3.5,68.5,0.685,False,True,True,True,True,True,True,False,Marginal,Pass
206,BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",9389,BALL Corp,True,,2017.0,2018-03-01,7997000000.0,441000000.0,1291000000.0,605000000.0,1291000000.0,1896000000.0,460000000.0,1863000000.0,1045000000.0,818000000.0,818000000.0,361000000.0,695000000.0,-334000000.0,4841000000.0,4847000000.0,0.1022883581343003,0.4314345991561181,2.2659279778393357,0.1904008438818565,-0.1761603375527426,2.8065217391304347,4.05,0.9987621208995254,0.1306740027510316,0.5511603375527426,19,SalesRevenueNet,DebtCurrent,3.0,3.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,0.0,3.0,5.0,5.0,2.5,1.0,68.5,0.685,False,True,True,True,False,False,False,False,Marginal,Fail
207,JBL,Jabil,Information Technology,Electronic Manufacturing Services,898293,JABIL INC,True,,2025.0,2025-10-17,34702000000.0,2867000000.0,1537000000.0,924000000.0,1537000000.0,2461000000.0,174000000.0,1734000000.0,1030000000.0,704000000.0,704000000.0,2880000000.0,2201000000.0,679000000.0,12791000000.0,11782000000.0,0.0202870151576278,0.2860625761885412,0.2444444444444444,1.170255993498578,0.275904104022755,8.833333333333334,9.96551724137931,1.0856391105075538,0.0296812863811884,0.4185290532303941,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,1.0,2.0,4.0,4.5,5.0,2.5,68.0,0.68,False,True,True,True,True,True,True,False,Marginal,Pass
208,HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",1645590,Hewlett Packard Enterprise Co,True,,2025.0,2025-12-18,29135000000.0,,2089000000.0,2616000000.0,2089000000.0,4705000000.0,709000000.0,4428000000.0,2828000000.0,1600000000.0,1600000000.0,4742000000.0,14846000000.0,-10104000000.0,33457000000.0,25973000000.0,0.0549167667753561,0.3400637619553666,0.3374103753690426,1.0078639744952178,-2.14750265674814,2.9464033850493654,6.245416078984485,1.2881453817425788,0.0970653852754419,0.6010626992561106,18,Revenues,DebtCurrent,4.0,2.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,0.0,2.6666666666666665,5.0,4.5,3.0,1.5,68.0,0.68,False,True,True,True,True,False,False,False,Marginal,Fail
209,OMC,Omnicom Group,Communication Services,Advertising,29989,OMNICOM GROUP INC.,True,,2025.0,2026-02-20,14692200000.0,,2104700000.0,211100000.0,2104700000.0,2315800000.0,218500000.0,1421900000.0,78400000.0,1343500000.0,1343500000.0,9272900000.0,4281800000.0,4991100000.0,16223000000.0,16300300000.0,0.0914430786403669,0.5801450902495898,0.1448845560719947,4.004188617324466,2.1552379307366785,9.632494279176202,6.507551487414188,0.995257755992221,0.0053361647676998,0.0338543915709474,18,Revenues,LongTermDebt,4.0,2.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,2.0,4.5,5.0,67.5,0.675,False,True,True,True,False,True,False,False,Marginal,Fail
210,SYY,Sysco,Consumer Staples,Food Distributors,96021,SYSCO CORP,True,,2025.0,2025-08-22,76325000000.0,13955000000.0,3039000000.0,776000000.0,3039000000.0,3815000000.0,118267000.0,2868000000.0,793000000.0,2075000000.0,2075000000.0,12902485000.0,745000000.0,12157485000.0,11043000000.0,9241000000.0,0.0271863740583033,0.5439056356487549,0.160821733177756,3.382040629095675,3.1867588466579293,25.69609443039901,24.25021349996195,1.1950005410669842,0.0103897805437274,0.2078636959370904,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,1.0,3.0,4.0,2.0,2.0,5.0,5.0,5.0,2.0,2.6666666666666665,4.0,2.0,5.0,3.5,67.49999999999999,0.6749999999999998,False,True,True,True,True,True,True,False,Marginal,Pass
211,DVA,DaVita,Health Care,Health Care Services,927066,DAVITA INC.,True,,2025.0,2026-02-11,12140147000.0,,1602784000.0,736474000.0,1602784000.0,2339258000.0,398551000.0,2059031000.0,567985000.0,1491046000.0,1491046000.0,8415928000.0,794933000.0,7620995000.0,3746072000.0,2973410000.0,0.1228194353824546,0.6374012614256316,0.1771695290168832,3.5976912337159903,3.257868520701864,4.021527985126119,5.166292394197982,1.2598572009914542,0.0467856773068728,0.2428056246895383,18,Revenues,LongTermDebt,4.0,3.0,4.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,3.6666666666666665,4.0,2.0,3.5,3.0,67.49999999999999,0.6749999999999998,False,True,True,True,True,True,True,False,Marginal,Pass
212,GPC,Genuine Parts Company,Consumer Discretionary,Distributors,40987,GENUINE PARTS CO,True,,2025.0,2026-02-20,23090610000.0,8290672000.0,1229336000.0,350529000.0,1229336000.0,1579865000.0,62150000.0,1435610000.0,512675000.0,922935000.0,922935000.0,4284345000.0,653463000.0,3630882000.0,9852584000.0,8525380000.0,0.0399701437077669,0.5841859905751441,0.2154203267944108,2.711842467552607,2.2982229494292232,19.78014481094127,23.09911504424779,1.1556768144059268,0.0222027482166993,0.3245055748434202,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,1.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,2.0,2.3333333333333335,4.0,3.0,5.0,3.0,67.00000000000001,0.6700000000000002,False,True,True,True,True,True,True,False,Marginal,Pass
213,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,1103982,"Mondelez International, Inc.",True,,2025.0,2026-02-04,36016000000.0,13764000000.0,5502000000.0,1215000000.0,5502000000.0,6717000000.0,1770000000.0,4714000000.0,1112000000.0,3602000000.0,3602000000.0,15875000000.0,1948000000.0,13927000000.0,13242000000.0,19549000000.0,0.1000111061750333,0.5362513026648802,0.2268976377952755,2.363406282566622,2.073395861247581,3.1084745762711865,2.663276836158192,0.6773748017801422,0.0308751665926255,0.1655500967693911,19,Revenues,LongTermDebt,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.3333333333333335,4.0,3.0,2.5,3.5,67.0,0.67,False,True,True,True,False,True,False,False,Marginal,Fail
214,DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,29534,DOLLAR GENERAL CORP,True,,2025.0,2026-03-20,38691609000.0,11719024000.0,2446300000.0,848793000.0,2446300000.0,3295093000.0,157526000.0,2391798000.0,1700222000.0,691576000.0,691576000.0,4130975000.0,932576000.0,3198399000.0,8163925000.0,6868702000.0,0.0178740563619362,0.2098805708973919,0.1674122937079019,1.253674782471997,0.9706551529805076,15.529499892081308,15.183512563005472,1.1885688154763447,0.0439429127902124,0.515986043489516,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,1.0,2.0,4.0,4.0,5.0,5.0,5.0,4.0,0.0,2.0,4.0,4.5,5.0,2.0,66.5,0.665,False,True,True,True,True,False,False,False,Marginal,Fail
215,KR,Kroger,Consumer Staples,Food Retail,56873,KROGER CO,True,,2025.0,2026-03-31,150039000000.0,,3096000000.0,3125000000.0,3096000000.0,6221000000.0,571000000.0,6788000000.0,3904000000.0,2884000000.0,2884000000.0,15909000000.0,3959000000.0,11950000000.0,15273000000.0,15940000000.0,0.0192216690327181,0.4635910625301399,0.1812810358916336,2.557305899373091,1.9209130364893103,5.422066549912435,11.887915936952714,0.958155583437892,0.0260199014922786,0.627551840540106,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,1.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,0.0,2.6666666666666665,4.0,3.5,4.5,2.0,65.99999999999999,0.6599999999999998,False,True,True,True,False,False,False,False,Marginal,Fail
216,KIM,Kimco Realty,Real Estate,Retail REITs,879101,KIMCO REALTY CORP,True,,2025.0,2026-02-20,1783400000.0,,638777000.0,507265000.0,638777000.0,1146042000.0,250201000.0,1071607000.0,18400000.0,1053207000.0,1053207000.0,7964700000.0,688622000.0,7276078000.0,,,0.5905612874285073,0.9189951153622642,0.132234359109571,6.949745297292769,6.348875521141459,2.553055343503823,4.282984480477696,,0.0103173713132219,0.0160552580097413,15,Revenues,LongTermDebt,4.0,5.0,5.0,3.0,0.0,0.0,2.0,3.0,5.0,5.0,4.666666666666667,3.0,0.0,2.5,5.0,65.5,0.655,True,True,True,False,False,True,False,True,Insufficient data,Fail
217,AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,1748790,Amcor plc,True,,2025.0,2025-08-15,14694000000.0,2725000000.0,1508000000.0,586000000.0,1508000000.0,2094000000.0,290000000.0,1261000000.0,526000000.0,735000000.0,735000000.0,3674500000.0,588000000.0,3086500000.0,4965000000.0,4261000000.0,0.0500204164965292,0.3510028653295129,0.2000272145870186,1.7547755491881567,1.4739732569245465,5.2,4.348275862068966,1.1652194320582023,0.0357969239145229,0.2511938872970392,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,3.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,2.3333333333333335,4.0,4.0,3.5,3.0,65.5,0.655,False,True,True,True,True,True,True,False,Marginal,Pass
218,STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,16918,"CONSTELLATION BRANDS, INC.",True,,2026.0,2026-04-22,9961800000.0,5017500000.0,3169700000.0,429200000.0,3169700000.0,3598900000.0,335100000.0,2780000000.0,1269100000.0,1510900000.0,1510900000.0,10691000000.0,68100000.0,10622900000.0,3716400000.0,4035200000.0,0.1516693770202172,0.4198227236099919,0.1413244785333458,2.970629914696157,2.9517074661702187,9.4589674723963,8.296031035511788,0.9209952418715304,0.1273966552229516,0.3526355275222985,19,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,1.0,3.6666666666666665,3.0,3.0,5.0,1.5,65.5,0.655,False,True,True,True,False,True,False,False,Marginal,Fail
219,ATO,Atmos Energy,Utilities,Gas Utilities,731802,ATMOS ENERGY CORP,True,,2025.0,2025-11-14,4275357000.0,1582426000.0,1067147000.0,604327000.0,1067147000.0,1671474000.0,83554000.0,3459743000.0,2805973000.0,653770000.0,653770000.0,2735598000.0,307340000.0,2428258000.0,1132314000.0,1205875000.0,0.1529158851529825,0.3911338136279715,0.2389861375830805,1.6366380811188208,1.4527644462312903,12.771943892572468,41.407269550230986,0.9389978231574584,0.6563131453116079,1.6787416376204476,19,Revenues,short_term_debt + long_term_debt,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,3.0,4.0,4.0,5.0,0.0,65.0,0.65,False,True,True,True,False,False,False,False,Marginal,Fail
220,NSC,Norfolk Southern,Industrials,Rail Transportation,702165,NORFOLK SOUTHERN CORP,True,,2025.0,2026-02-09,12156000000.0,,2851000000.0,1298000000.0,2851000000.0,4149000000.0,692000000.0,3179000000.0,2327000000.0,852000000.0,852000000.0,555000000.0,1641000000.0,-1086000000.0,3188000000.0,3545000000.0,0.0700888450148075,0.205350686912509,1.5351351351351352,0.1337671728127259,-0.2617498192335502,4.119942196531792,4.59393063583815,0.8992947813822285,0.191428101349128,0.5608580380814654,18,RevenueFromContractWithCustomerExcludingAssessedTax,DebtCurrent,3.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,1.0,0.0,2.3333333333333335,5.0,5.0,3.0,0.5,64.50000000000001,0.6450000000000001,False,True,True,True,False,False,False,False,Marginal,Fail
221,VICI,Vici Properties,Real Estate,Hotel & Resort REITs,1705696,VICI PROPERTIES INC.,True,,2025.0,2026-02-25,3611988000.0,,140023000.0,4298000.0,140023000.0,144321000.0,392390000.0,2181009000.0,51000.0,2180958000.0,2180958000.0,16732889000.0,524615000.0,16208274000.0,,,0.6038109761161997,15.11185482362234,0.1303395964677707,115.9421636490878,112.30710707381462,0.3568465047529244,5.558268559341472,,1.4119648238034013e-05,0.0003533789261438,15,Revenues,LongTermDebt,4.0,5.0,5.0,3.0,0.0,0.0,0.0,4.0,5.0,5.0,4.666666666666667,3.0,0.0,2.0,5.0,64.0,0.64,True,True,False,False,False,True,False,True,Insufficient data,Fail
222,TMUS,T-Mobile US,Communication Services,Wireless Telecommunication Services,1283699,"T-Mobile US, Inc.",True,,2025.0,2026-02-11,78558000000.0,,14266000000.0,12818000000.0,14266000000.0,27084000000.0,1418000000.0,18559000000.0,9801000000.0,8758000000.0,8758000000.0,78265000000.0,5409000000.0,72856000000.0,18404000000.0,20174000000.0,0.1114845082614119,0.3233643479545119,0.1119018718456525,2.889713483975779,2.690001476886722,10.06064880112835,13.088152327221438,0.912263309209874,0.1247613228442679,0.3618741692512184,18,RevenueFromContractWithCustomerExcludingAssessedTax,LongTermDebt,5.0,3.0,2.0,3.0,3.0,3.0,5.0,5.0,2.0,1.0,3.3333333333333335,3.0,3.0,5.0,1.5,63.50000000000001,0.6350000000000001,False,True,True,True,False,True,False,False,Marginal,Fail
223,WY,Weyerhaeuser,Real Estate,Timber REITs,106535,WEYERHAEUSER CO,True,,2025.0,2026-02-13,7674000000.0,1682000000.0,1186000000.0,500000000.0,1186000000.0,1686000000.0,280000000.0,1433000000.0,451000000.0,982000000.0,982000000.0,5076000000.0,684000000.0,4392000000.0,1748000000.0,977000000.0,0.1279645556424289,0.5824436536180309,0.1934594168636721,3.0106761565836297,2.604982206405694,4.235714285714286,5.117857142857143,1.789150460593654,0.0587698722960646,0.267497034400949,19,Revenues,LongTermDebt,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,2.5,3.5,2.5,63.5,0.635,False,True,True,True,True,True,True,False,Marginal,Pass
